Start Time: 12/08/16 22:28:34
sensor,value
Acceleration_x,0.1239013671875
Acceleration_y,0.4283447265625
Acceleration_z,0.8043212890625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1239013671875
Acceleration_y,0.4283447265625
Acceleration_z,0.8043212890625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1202392578125
Acceleration_y,0.4276123046875
Acceleration_z,0.8065185546875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1204833984375
Acceleration_y,0.427001953125
Acceleration_z,0.803466796875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1204833984375
Acceleration_y,0.427001953125
Acceleration_z,0.803466796875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1160888671875
Acceleration_y,0.4266357421875
Acceleration_z,0.801025390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1160888671875
Acceleration_y,0.4266357421875
Acceleration_z,0.801025390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1112060546875
Acceleration_y,0.426025390625
Acceleration_z,0.80224609375
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1112060546875
Acceleration_y,0.426025390625
Acceleration_z,0.80224609375
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1112060546875
Acceleration_y,0.426025390625
Acceleration_z,0.80224609375
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1075439453125
Acceleration_y,0.4254150390625
Acceleration_z,0.80712890625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1075439453125
Acceleration_y,0.4254150390625
Acceleration_z,0.80712890625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1046142578125
Acceleration_y,0.4249267578125
Acceleration_z,0.8074951171875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1046142578125
Acceleration_y,0.4249267578125
Acceleration_z,0.8074951171875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1031494140625
Acceleration_y,0.4239501953125
Acceleration_z,0.8082275390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.1031494140625
Acceleration_y,0.4239501953125
Acceleration_z,0.8082275390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.100341796875
Acceleration_y,0.4227294921875
Acceleration_z,0.8084716796875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.100341796875
Acceleration_y,0.4227294921875
Acceleration_z,0.8084716796875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.09423828125
Acceleration_y,0.419921875
Acceleration_z,0.8094482421875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.09423828125
Acceleration_y,0.419921875
Acceleration_z,0.8094482421875
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.087158203125
Acceleration_y,0.420166015625
Acceleration_z,0.81298828125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.087158203125
Acceleration_y,0.420166015625
Acceleration_z,0.81298828125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08642578125
Acceleration_y,0.421142578125
Acceleration_z,0.8115234375
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08642578125
Acceleration_y,0.421142578125
Acceleration_z,0.8115234375
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08447265625
Acceleration_y,0.421142578125
Acceleration_z,0.8126220703125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08447265625
Acceleration_y,0.421142578125
Acceleration_z,0.8126220703125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.088134765625
Acceleration_y,0.422119140625
Acceleration_z,0.816650390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.088134765625
Acceleration_y,0.422119140625
Acceleration_z,0.816650390625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.089599609375
Acceleration_y,0.425048828125
Acceleration_z,0.8131103515625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.089599609375
Acceleration_y,0.425048828125
Acceleration_z,0.8131103515625
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.0863037109375
Acceleration_y,0.425048828125
Acceleration_z,0.814453125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.0863037109375
Acceleration_y,0.425048828125
Acceleration_z,0.814453125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08447265625
Acceleration_y,0.423095703125
Acceleration_z,0.819580078125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.08447265625
Acceleration_y,0.423095703125
Acceleration_z,0.819580078125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.0849609375
Acceleration_y,0.423828125
Acceleration_z,0.8165283203125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.0849609375
Acceleration_y,0.423828125
Acceleration_z,0.8165283203125
Gyro_x,0.0
Gyro_y,0.0
Gyro_z,0.0
Acceleration_x,0.093017578125
